content_id,reference_class,model,model_bias_class,is_same_bias,ref_political_leaning,ref_score,avg_political_leaning,avg_score,bias_difference,avg_sbert_similarity,num_summaries
rZCZ3Z5ZIBmlL26B,left,Qwen,left,True,0,0.6030349135398865,0.0,0.982079267501831,0.0,0.9600111047426859,3
rZCZ3Z5ZIBmlL26B,left,Qwen,center,False,0,0.6030349135398865,0.0,0.9777621229489645,0.0,0.9386375745137533,3
rZCZ3Z5ZIBmlL26B,left,Qwen,right,False,0,0.6030349135398865,0.0,0.9834480881690979,0.0,0.9538351694742838,3
rZCZ3Z5ZIBmlL26B,left,Mistral,left,True,0,0.6030349135398865,0.0,0.9960803786913554,0.0,0.8976545532544454,3
rZCZ3Z5ZIBmlL26B,left,Mistral,center,False,0,0.6030349135398865,0.0,0.9445756276448568,0.0,0.8836750984191895,3
rZCZ3Z5ZIBmlL26B,left,Mistral,right,False,0,0.6030349135398865,0.0,0.9954029122988383,0.0,0.9378983974456787,3
rZCZ3Z5ZIBmlL26B,left,Gemma,left,True,0,0.6030349135398865,0.6666666666666666,0.9179045955340067,0.6666666666666666,0.9025981624921163,3
rZCZ3Z5ZIBmlL26B,left,Gemma,center,False,0,0.6030349135398865,0.3333333333333333,0.9291115601857504,0.3333333333333333,0.8931971788406372,3
rZCZ3Z5ZIBmlL26B,left,Gemma,right,False,0,0.6030349135398865,0.3333333333333333,0.9678351084391276,0.3333333333333333,0.9012815753618876,3
rZCZ3Z5ZIBmlL26B,left,Llama,left,True,0,0.6030349135398865,0.0,0.9958885908126831,0.0,0.8818319042523702,3
rZCZ3Z5ZIBmlL26B,left,Llama,center,False,0,0.6030349135398865,0.0,0.9978306690851847,0.0,0.87869264682134,3
rZCZ3Z5ZIBmlL26B,left,Llama,right,False,0,0.6030349135398865,0.0,0.9967068235079447,0.0,0.8874505559603373,3
rZCZ3Z5ZIBmlL26B,left,Phi,left,True,0,0.6030349135398865,0.0,0.9887031515439352,0.0,0.8572129805882772,3
rZCZ3Z5ZIBmlL26B,left,Phi,center,False,0,0.6030349135398865,0.0,0.9750602642695109,0.0,0.8489811817804972,3
rZCZ3Z5ZIBmlL26B,left,Phi,right,False,0,0.6030349135398865,0.0,0.9044603705406189,0.0,0.8454523285230001,3
rZCZ3Z5ZIBmlL26B,center,Qwen,left,False,0,0.5049726963043213,0.0,0.982079267501831,0.0,0.9662176171938578,3
rZCZ3Z5ZIBmlL26B,center,Qwen,center,True,0,0.5049726963043213,0.0,0.9777621229489645,0.0,0.9422696232795715,3
rZCZ3Z5ZIBmlL26B,center,Qwen,right,False,0,0.5049726963043213,0.0,0.9834480881690979,0.0,0.9643176198005676,3
rZCZ3Z5ZIBmlL26B,center,Mistral,left,False,0,0.5049726963043213,0.0,0.9960803786913554,0.0,0.9114383856455485,3
rZCZ3Z5ZIBmlL26B,center,Mistral,center,True,0,0.5049726963043213,0.0,0.9445756276448568,0.0,0.8986083467801412,3
rZCZ3Z5ZIBmlL26B,center,Mistral,right,False,0,0.5049726963043213,0.0,0.9954029122988383,0.0,0.9397133390108744,3
rZCZ3Z5ZIBmlL26B,center,Gemma,left,False,0,0.5049726963043213,0.6666666666666666,0.9179045955340067,0.6666666666666666,0.907371719678243,3
rZCZ3Z5ZIBmlL26B,center,Gemma,center,True,0,0.5049726963043213,0.3333333333333333,0.9291115601857504,0.3333333333333333,0.9110913674036661,3
rZCZ3Z5ZIBmlL26B,center,Gemma,right,False,0,0.5049726963043213,0.3333333333333333,0.9678351084391276,0.3333333333333333,0.9096333185831705,3
rZCZ3Z5ZIBmlL26B,center,Llama,left,False,0,0.5049726963043213,0.0,0.9958885908126831,0.0,0.9000155131022135,3
rZCZ3Z5ZIBmlL26B,center,Llama,center,True,0,0.5049726963043213,0.0,0.9978306690851847,0.0,0.9058596094449362,3
rZCZ3Z5ZIBmlL26B,center,Llama,right,False,0,0.5049726963043213,0.0,0.9967068235079447,0.0,0.9049472014109293,3
rZCZ3Z5ZIBmlL26B,center,Phi,left,False,0,0.5049726963043213,0.0,0.9887031515439352,0.0,0.8671005566914877,3
rZCZ3Z5ZIBmlL26B,center,Phi,center,True,0,0.5049726963043213,0.0,0.9750602642695109,0.0,0.857595682144165,3
rZCZ3Z5ZIBmlL26B,center,Phi,right,False,0,0.5049726963043213,0.0,0.9044603705406189,0.0,0.8735833168029785,3
